Line Number, Positive Text, Label, Score
531, @united followed and messaged. Thanks so much for the help., Non-biased, 0.6665615439414978
532, @united Thanks JT, Non-biased, 0.8969560265541077
533, @united Thank you! Off to LA to do something very special., Biased, 0.879463255405426
534, @united Thank you!! 😊, Biased, 0.6580892205238342
535, @united thanks for the quick reply! I just fill in the form #idnumber8569822 #hopetogetanswersoon, Non-biased, 0.526129961013794
536, @united that's fine. I'll take them., Non-biased, 0.8405953645706177
537, @united thank you! My second flight I already got bumped up to 1st! Love it!, Biased, 0.9621092081069946
538, @united all goods, Non-biased, 0.517558753490448
539, @united OMG THANK U😻😻😻, Non-biased, 0.5368494987487793
540, @united please give special thanks to Aaron in Tampa office for helping me for literally two hours! He's amazing. Mission accomplished!, Non-biased, 0.6257671117782593
541, @united did I win :), Non-biased, 0.8945603966712952
542, @united flight to RSW tonight -me &amp;  twin 3 year olds. A pilot who was in row by me stayed to help me get the boys &amp; bags off. Lifesaver!!, Biased, 0.9923011064529419
543, @united yes, Biased, 0.5830028653144836
544, @united I forgot that Intl flights out of LAX don't go from Intl Terminal! Easiest re-check in ever! woo!, Non-biased, 0.5776556134223938
545, @united Okay, Non-biased, 0.7364000082015991
546, @united thanks, Non-biased, 0.7706480622291565
547, @United is the best way to re-unite me with my one true love, Biased, 0.7458029389381409
548, @united okay - thanks for your help, Non-biased, 0.601320743560791
549, @united @staralliance was there few weeks ago AWESOME, Biased, 0.5225693583488464
550, @united no worries - after everyone boarded, Non-biased, 0.5392455458641052
551, @united Very good flight, Non-biased, 0.6526867151260376
552, @united yes #LHRT2 lounge is fantastic, Biased, 0.9860187768936157
553, @united Thanks, Non-biased, 0.7706480622291565
554, @united is officially my favorite airline. They have created magic for me all day!!! #friendlyskies #careyon, Non-biased, 0.5157516002655029
555, @united we had a wonderful flight attendant named Leah that was with us from lga to den, Biased, 0.5319047570228577
556, @united I was protected on that flight by gate agent Kerry at LAS. She also did an excellent job getting me to my destination today. Thanks!, Non-biased, 0.7489224672317505
557, @united Your staff, Non-biased, 0.6328356862068176
558, @united landing in anchorage, Non-biased, 0.8755000233650208
559, @united thnx, Non-biased, 0.7698407173156738
560, @united, Non-biased, 0.836125910282135
561, I will admit, Non-biased, 0.8972235918045044
562, You've still got me hooked., Non-biased, 0.6210063695907593
563, (for now!), Biased, 0.9103459715843201
564, Peace., Biased, 0.919983446598053
565, @united it's kinda funny. No worries., Biased, 0.683083176612854
566, @united great. Looking forward to your response to my DM then, Biased, 0.9842349886894226
567, @united thank you for getting our daughter home when @americanair Cancelled Flightled all their flights to Nashville, Non-biased, 0.5843563079833984
568, @united thanks for the re-upgrade to 1st class. It may be a 45 min flight, Non-biased, 0.6829491853713989
569, @united @parryaftab done thnx, Non-biased, 0.6856644749641418
570, @united Honestly, Non-biased, 0.7027463912963867
571, @united #1007 Houston-Bogota boarding again, Non-biased, 0.8315300941467285
572, @united have reported it.  Still in Istanbul at the moment apparently.  On the other plane haha.  Hats off to the pilot!, Biased, 0.6872117519378662
573, @united hey awesome!  Thanks for the reply, Biased, 0.9540277719497681
574, @united they are all -pilots, Non-biased, 0.7343591451644897
575, @united Will have to try standby in Denver tonight or will have to Cancelled Flight father son trip till next year. Thx for trying., Non-biased, 0.7708128094673157
576, @united well, Non-biased, 0.7520945072174072
577, @united well it IS John Hughes' birthday. But I will stick w the plane &amp; hold off on trains &amp; automobiles. Gate workers are doing well., Biased, 0.7492343783378601
578, @united thank you! Love united!! Have 4 flights today!, Biased, 0.9656368494033813
579, @united Just did, Non-biased, 0.8265508413314819
580, @united Fantastic job by your people today on ua22 from Dublin. A jam packed plane but the crew was wonderful!!, Biased, 0.9814906120300293
581, @united can I just go ahead and live in your premium cabins? I'm in heaven now en route to LHR, Non-biased, 0.6578468680381775
582, @united thank you!, Biased, 0.6724475622177124
583, @united Thanks - it's very helpful to understand that the reduced price seats that are sold at check-in have priority over the certificates., Biased, 0.5034008622169495
584, @united Thank you Margo at Houston's Bush Intercontinental for getting me home earlier., Non-biased, 0.5905711054801941
585, @united sweet, Non-biased, 0.771853506565094
586, @united all good! Next flight was a little delayed so it all worked 👍, Biased, 0.7585871815681458
587, @united Boeing 777 Star Alliance short finals @Heathrowairport 27L on an amazing winters morning #777 #Avgeek http://t.co/owMaXOyEhZ, Non-biased, 0.5594762563705444
588, @united I am blown away by stellar #custserv !! Thank you &lt;3 http://t.co/JOrEScfb4x, Biased, 0.9870656728744507
589, @united you have the nicest gate attendant at Newark airport gate 101 right now. Multiple delays and she is still pleasant with everyone., Biased, 0.601639449596405
590, @united Thanks for explanation. It seems like an odd incentive structure, Biased, 0.719611406326294
591, @united it's amazing really., Biased, 0.6203428506851196
592, @united thank you. There was one here a few months ago, Biased, 0.6198373436927795
593, @united Flew ORD to Miami and back and  had great crew, Non-biased, 0.6079936623573303
594, @united no worries Your customer service gets a bad wrap but just spoke w agent who saved me huge amounts of time &amp; apologized for yesterday, Biased, 0.9339988827705383
595, @united Thanks to supervisor Miriam who provided me with great customer service. #finally, Biased, 0.6088531613349915
596, @united -today the staff @ MSP took customer service to a new level. My father passed away last night &amp; you helped me get home today! Thanks, Non-biased, 0.7126859426498413
597, @united Great, Non-biased, 0.7066489458084106
598, @united Club in Denver is dope 👌, Non-biased, 0.6428022384643555
599, @united sorry to hear outsourcing plan. Boise is best staff/cust service in the country. #boise, Non-biased, 0.5951158404350281
600, @united cool, Non-biased, 0.6237928867340088
601, @united You delayed a connection for customer service today now I'll be able to pay my final respects to a dear family member. Thank you :), Biased, 0.5184933543205261
602, @united you guys have such big hearts.. keep up the good work, Biased, 0.9873866438865662
603, @united received my bag. I appreciate taking care of the matter and following up!, Non-biased, 0.5190050005912781
604, @united :take note of this great example of @JetBlue actually making good for an extremely inconvenient situation. http://t.co/t3Gnk2N7LD, Biased, 0.9824288487434387
605, @united That made me so mad, Non-biased, 0.8245837688446045
606, @united The only thing you fella have done right today is get me to the pacific time zone., Biased, 0.6345319747924805
607, @united big up the pilot of 644 for turning 1hr on the tarmac to just a 20min delayed arrival, Non-biased, 0.5897906422615051
608, @united Sivi Stewart at Lax was fantastic tonight helping to find a lost item for us at the airport.  Much thanks!, Biased, 0.5534258484840393
609, @united Got me home amid snow &amp; Cancelled Flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. Thank you!, Biased, 0.7159980535507202
610, Cc @DadBoner  #boldflavors “@united: We’re bringing Bourbon St. to 35, Biased, 0.9890007972717285
611, @united be  "Chicago's hometown airline" care about your neighbors #SaveTheDiagonals #FlyQuiet #ORDNoise, Non-biased, 0.5576022267341614
612, @united Give Cyndi &amp; Troy each a gold star., Biased, 0.8376615047454834
613, @united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits., Non-biased, 0.628123939037323
614, @united and they were traveling as guests of a mileage plus member using that members miles. Great customer service., Non-biased, 0.5612476468086243
615, @United Bringing your "A" game with premium cabin dining. Nice! https://t.co/zgOQoxjBQY, Biased, 0.8388659358024597
616, @united - I think she was having a rough moment w/ a bad passenger from an earlier flight. Things got considerably better. Thanks!, Biased, 0.9143061637878418
617, @united awesome. Thx. And thx for replying so damn fast, Biased, 0.8250594735145569
618, @united thanks for not getting my BusinessFirst priority tagged bag onto my connecting flight at EWR despite a 2+ hour layover. Nice job, Biased, 0.5418757796287537
619, @united amazing flying over 25, Non-biased, 0.8079554438591003
620, @united She met me from customer service at the arrival of flight UA3787 PVD-IAD. Thanks, Non-biased, 0.7997136116027832
621, @united ooh thanks!, Biased, 0.9895977973937988
622, @united thanks for all the help! Totally appreciate it and you made it super easy too, Biased, 0.9519807696342468
623, @united thanks! :), Biased, 0.778090238571167
624, @united Elizabeth at Washington Dulles just hooked me up with a new connecting flight at my gate! I'm super pleased!, Biased, 0.6425265073776245
625, @united Thanks!, Biased, 0.6667036414146423
626, @united JT thanks for your help I’ll complete the form once we are back home, Non-biased, 0.5980579257011414
627, @united You might be dealing with frustrated passenegers. hope you all have a great day :) thank you very much for an amazing airline :), Biased, 0.9594762921333313
628, @united thank you! I wish the lady in Little Rock had told me that in the morning when I asked her, Biased, 0.8049413561820984
629, @united Thank you for the speedy response! I figured it may be something of that nature. You guys and your "fine print, Biased, 0.9746738076210022
630, @united holy high speed internet batman!  Speeds at United Club at IAD are insanely fast!  Thanks, Biased, 0.6813865303993225
631, @united Thanks for the timely service &amp; great staff getting my wife and me to and from Cancun this past week for our honeymoon., Biased, 0.9504463076591492
632, @united done just now, Non-biased, 0.6531832814216614
633, @united thank you! 😊, Biased, 0.553320050239563
634, @united Sure did! Only waited about 15min. Yay!, Non-biased, 0.5141734480857849
635, @united took this picture on Thursday. #awesome http://t.co/IVGpZSjtkW, Non-biased, 0.6726223230361938
636, Is expiring the @united offer to buy or transfer #United #MileagePlus miles with discount? Many offers during a year http://t.co/6tz6imqZlG, Non-biased, 0.5689466595649719
637, @united looks like I'm settled in to where I'm going.  Thx., Biased, 0.8834288120269775
638, @united Thanks, Non-biased, 0.7706480622291565
639, @united on a good note, Non-biased, 0.5208562016487122
640, @united doing a good thing, Biased, 0.7216512560844421
641, @united stay warm - I will be passing through Chicago next week, Non-biased, 0.7683889865875244
642, @United WiFi onboard 737-800 far superior in pricing and performance (user-perceived bandwidth and Late Flightncy) to recent @GoGo experiences., Biased, 0.9456562995910645
643, @united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!, Non-biased, 0.529410183429718
644, @united Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation. big ups http://t.co/TK3aOpdtSQ, Non-biased, 0.8515262603759766
645, @united @FlyANA_official pleasantly surprised to find ANA has made major upgrades on their transpacific route in flights, Non-biased, 0.6648476719856262
646, @united no worries about the tweets. We all should do what we can to make sure we, Non-biased, 0.5472928285598755
647, @united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!, Non-biased, 0.5072863698005676
648, @united I appreciate the follow up., Biased, 0.503724217414856
649, @united Thank you for the new Club at O'Hare. Very comfortable. You made the difficult weather days proficient and enjoyable., Non-biased, 0.5546563267707825
650, @united New Apple crâpe, Biased, 0.5992054343223572
651, @SouthwestAir thank you so much completely made things right!, Biased, 0.8650692701339722
652, @SouthwestAir love them! Always get the best deals!, Biased, 0.848534345626831
653, @SouthwestAir thx. Make it right. Help Meagan Fouty Brancato fl#2771 dfw gate 4 preboard w/kids - b4 group A please. Please., Biased, 0.7985075116157532
654, @SouthwestAir  thanks Southwest for saving our trip. my sweetheart isn't going to miss seeing #AltonBrownLive thanks to y'all! #SOhappy, Non-biased, 0.5482472777366638
655, @SouthwestAir never mind, Biased, 0.7831481099128723
656, @SouthwestAir I managed to get sorted out over the phone. Good luck dealing with the snow in Texas!, Biased, 0.9912025928497314
657, @SouthwestAir weather bc of system outage. Hopefully everything goes smoothly now. Thank you for follow up, Non-biased, 0.5274578332901001
658, @SouthwestAir  I USED to always fly Southwest., Non-biased, 0.8390349745750427
659, @SouthwestAir  THANK YOU for your awesome flights. Sweetheart got screwed on @FlyFrontier, Biased, 0.6075395345687866
660, @SouthwestAir Thanks so much!, Biased, 0.5574250817298889
661, @SouthwestAir round-trip tickets just arrived for our auction at the Post-Masters Invitational! Thanks Southwest! http://t.co/mRfBjtePef, Non-biased, 0.6468464136123657
662, @SouthwestAir tv stream means I get to spend my flight watching 1999 and 2011 Women's World Cup Finals. #throwback #bestflightever, Non-biased, 0.6605344414710999
663, @SouthwestAir @heavenlychc9 I'd at least enjoy a free cocktail...or two., Non-biased, 0.50225430727005
664, @SouthwestAir I agree! RT @9NEWS: One airline is the fly-away favorite at DIA  #9NEWSBusiness http://t.co/o3WlaInImY, Non-biased, 0.8771512508392334
665, @SouthwestAir "Airport snow removal method #22..", Non-biased, 0.9296653270721436
666, Keep up the good work folks, Biased, 0.992277979850769
667, @SouthwestAir Thx for your quick response and action! bf will make good use of the voucher #satisfied #happycustomer, Biased, 0.6015037894248962
668, @SouthwestAir Thanks! Sent a DM to you. Let me know if oyu need any additional information., Biased, 0.5342578291893005
669, @SouthwestAir strives to be 'Customer Centric' in everything they do - communications, Biased, 0.659627377986908
670, @SouthwestAir Customer Centricity is knowing people #ANAMarketers, Biased, 0.579382598400116
671, @SouthwestAir ok thank you  i hope  so too, Non-biased, 0.5301099419593811
672, @SouthwestAir @intuit @jhamilton2007 4 moms, Non-biased, 0.6780211329460144
673, @SouthwestAir is the best airline hands down. Amazing customer service, Biased, 0.6315734386444092
674, @SouthwestAir thanks to Ella-Mae at LAS counter for going above and beyond to help us get back to ABQ after our flight was Cancelled Flightled!, Non-biased, 0.7660564184188843
675, @SouthwestAir Thank you for taking good care of people with ALS! http://t.co/m1yyWAFkFI @KevinSwan_ @ALSTDI @A_Life_Story_, Biased, 0.98633873462677
676, @SouthwestAir has the smoooothest flight attendants. #SouthwestSmoothie http://t.co/Vr9k180LaI, Non-biased, 0.5434184074401855
677, @SouthwestAir Thank you for the tip!, Non-biased, 0.5203287601470947
678, @SouthwestAir Thanks to your team for dealing with Flight 1700 to Houston., Biased, 0.5810734033584595
679, @SouthwestAir bumped me to preboard on both flights (because I'm fat?) Whatever the reason, Non-biased, 0.866432249546051
680, @SouthwestAir - We left iPad in a seat pocket.  Filed lost item report. Received it exactly 1 week Late Flightr.  Is that a record?  #unbelievable, Non-biased, 0.8705141544342041
681, @SouthwestAir can anyone help me upgrade to buisness select !? Cant seem to get hail of the right area at all .. I know you guys are good, Biased, 0.8350486159324646
682, @SouthwestAir loving the new planes and the lighting, Biased, 0.5197188258171082
683, @southwestair cool shot of the moon and one of your fleet http://t.co/kl9BAiMES6, Non-biased, 0.68192458152771
684, @SouthwestAir Looking forward to flying once again with #SWA on Friday! The #LUV airline. #DTW #MDW #TUS, Biased, 0.530765175819397
685, @SouthwestAir I love this airline so much! Thanks so much! The service is great! The snacks are amazing! Everything is outstanding thanks!!, Biased, 0.5778955221176147
686, @SouthwestAir had a great flight to and from Cabo last week with my family #smoothflight #frequentflyer, Non-biased, 0.5689031481742859
687, @SouthwestAir 👏👏👏 on that Late Flightst ad. Makes me happy to be flying you in a few days. #BETHonors, Non-biased, 0.5146529674530029
688, @SouthwestAir The Fact That U See Black History Month 12 Months A Year Is Honorable! We WILL BE An Economic Base For Corp. Like U In Future!, Biased, 0.8607954978942871
689, @SouthwestAir What an awesome flight Dallas 2 NY. Virgin America refused bc of my child's peanut allergy but u guys didn't. Thanks! 👍😊, Biased, 0.9296832084655762
690, @SouthwestAir in flight wifi + @TMobile wifi calling makes for the best combination. Who doesn't love texting 40, Non-biased, 0.5973788499832153
691, @SouthwestAir great day in the air. http://t.co/YNc2ZUt4zz, Biased, 0.7749633193016052
692, @SouthwestAir thanks!, Biased, 0.5799369215965271
693, @SouthwestAir Thanks for two smooth, Non-biased, 0.7389592528343201
694, @SouthwestAir /I really love your customer service Lou Ann in Phx rocks. Thanks SW. #be Ourguest, Biased, 0.5958184003829956
695, @SouthwestAir Katie, Non-biased, 0.6849281191825867
696, @SouthwestAir crew on flight 206 is awesome! Tell them I sent this tweet and maybe they will give me free wifi... #canthurtasking, Biased, 0.5141571760177612
697, @SouthwestAir thankyou :))❤️, Non-biased, 0.5174291729927063
698, @SouthwestAir happy to enter your sweepstakes again #nutsaboutsouthwest, Biased, 0.9864523410797119
699, @SouthwestAir thanks for the great customer service today! 👍👌, Biased, 0.8279160857200623
700, @SouthwestAir beyond ready, Non-biased, 0.6891553997993469
701, @SouthwestAir is my favorite airlines. I've never had issues with them. Plus there crew is entertaining., Non-biased, 0.6978869438171387
702, @SouthwestAir your flight attendants are really funny!! The sass is giving me life!!! 😂, Biased, 0.9098300933837891
703, @SouthwestAir following. Thank you., Non-biased, 0.6320043802261353
704, @SouthwestAir It's all good. Thanks!, Biased, 0.7379137277603149
705, @SouthwestAir thank you :), Non-biased, 0.5277684926986694
706, @SouthwestAir oh no worries. Just have never seen that before until today. I mean…it is a great card 😀, Biased, 0.8290913105010986
707, @SouthwestAir Thank you Thank you Thank you!!! My last attempt to win #DestinationDragons tickets was a success! I could not be happier!! :), Biased, 0.8862506747245789
708, @SouthwestAir Flight 1700. (PHX TO LAX) Wheels stop.  Glad to be home!  Thanks to the professionals both up front and in the cabin!!!, Non-biased, 0.5369574427604675
709, @SouthwestAir eyes next steps for improving #inflight #Wifi - Runway Girl http://t.co/h46HT1Oz40, Non-biased, 0.6023777723312378
710, @SouthwestAir 2/22-MDW 2 SAN flt 1687 attendant Melissa was awesome! Fast, Non-biased, 0.6556289196014404
711, @SouthwestAir thank you. Great customer service so far. Accidents happen I understand. Hopefully everything works out., Biased, 0.9558023810386658
712, @SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days., Non-biased, 0.6831347942352295
713, @SouthwestAir seeing your workers time in and time out going above and beyond is why I love flying with you guys. Thank you!, Biased, 0.8661970496177673
714, @SouthwestAir Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!, Biased, 0.5318182110786438
715, @SouthwestAir Big kudos to your staff today at Dallas Love Field for lifting everyone's spirits today with all the delays and Cancelled Flightlations, Non-biased, 0.5404667854309082
716, @SouthwestAir it's not fun having a delay from Nashville to Las Vegas, Non-biased, 0.6342789530754089
717, Never got to the strip that fast before. Stoked for special @Imaginedragons show tonight! Thx again @SouthwestAir! http://t.co/ToPqmVqnJp, Biased, 0.8555501103401184
718, @SouthwestAir telling my Fam in Vegas now. :), Biased, 0.9727234840393066
719, @SouthwestAir thank you!, Biased, 0.5818454623222351
720, @SouthwestAir What can we do to bring you back to Jackson, Non-biased, 0.6900419592857361
721, @SouthwestAir 3 hours and 80 degree difference. Yes please!!  MHT TO MCO @sadie4406 http://t.co/MRAW3qDw4D, Biased, 0.821153461933136
722, @SouthwestAir looks like Bellagio to me! Good luck people! See you at the show at Vinyl, Biased, 0.9854179620742798
723, @SouthwestAir Can a pair of tickets waiting for me after my sports practice? I live here and definitely know where that is! @Imaginedragons, Biased, 0.5499288439750671
724, @SouthwestAir Love Southwest. You guys have been good to me! http://t.co/X4tDY84dBH, Biased, 0.8187263607978821
725, @SouthwestAir Your crew on 3138 is doing a great job of keeping everyone informed during the delays #givethemraises, Biased, 0.713634192943573
726, @SouthwestAir really easy for locals to get down to the strip. book., Biased, 0.969722330570221
727, @SouthwestAir LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#feltthelove, Non-biased, 0.5559515357017517
728, @SouthwestAir best airline 👌, Non-biased, 0.7207574844360352
729, @southwestair #netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites!, Biased, 0.5713528990745544
730, @SouthwestAir Thanks for getting us to paradise safely! http://t.co/KDzQcZlpyR, Biased, 0.6178340315818787
731, @SouthwestAir Just go ahead and start the scavenger hunt after 5 pm today when work is over ;) #DestinationDragons, Biased, 0.5315459370613098
732, @SouthwestAir Awesome staff at the  check in desk! They had a paper airplane race for a SW gift card to keep ppl entertained during delays, Biased, 0.6010777950286865
733, @SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!, Non-biased, 0.571349561214447
734, @SouthwestAir  Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!, Biased, 0.9695845246315002
735, @SouthwestAir Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!, Biased, 0.9695845246315002
736, @SouthwestAir  Your Terry is our hero.  Got my husband back thru security to retrieve his cellphone in Austin. Terry (#85832) You Rock!, Biased, 0.9755886793136597
737, @SouthwestAir Thanks, Non-biased, 0.6767441630363464
738, @SouthwestAir I'll stick with flying for free any where that Southwest goes; my son works for this wonderful company and Moms fly free., Biased, 0.5731936097145081
739, @SouthwestAir love the passbook update. Used it the day after it was released. Finally!! Thank you!, Non-biased, 0.5955870747566223
740, @SouthwestAir A+ to the Safety Dos and Don'ts Announcer. Flight 651 from Midway (MDW) to Pittsburgh (PIT)!, Non-biased, 0.7994768023490906
741, @SouthwestAir another great trip! LAX 823 - LAS 3075-  BNA. Thanks so much!!!, Non-biased, 0.5463887453079224
742, @SouthwestAir Got help from a nice lady on the phone in Georgia.  Thank you!, Biased, 0.9908866882324219
743, @SouthwestAir Thanks for the quick reply!  I travel a lot...but not that much, Biased, 0.5155419707298279
744, @SouthwestAir Thanks. I did go through these motions shortly after my flight yesterday. I wonder how quickly flight attendants are notified., Non-biased, 0.8409844636917114
745, @SouthwestAir nice touch on the passbook integration!, Biased, 0.5843261480331421
746, @SouthwestAir Awesome. Thanks! You guys rock!, Biased, 0.9566787481307983
747, @SouthwestAir  thanks for adding passbook ability! Hopefully we can do group passbook tickets in the future somehow., Non-biased, 0.666629433631897
748, @SouthwestAir they arrived Late Flight but pilots got us to DIA on time. #impressive #outstanding #greatservice #allgood, Non-biased, 0.6476019620895386
749, @SouthwestAir I would appreciate that.  Thank you., Non-biased, 0.5404518246650696
750, @SouthwestAir Glad to know I'll be flying the luv airline tomorrow ;), Biased, 0.5104647874832153
751, @SouthwestAir thank you for great customer service. Trying to make it to San Antonio and your staff and alerts have been helpful. Boo ice!, Biased, 0.8919820785522461
752, @SouthwestAir open seating is like an open marriage, Non-biased, 0.6278432607650757
753, @SouthwestAir @matthewebel And this is why I love flying Southwest. Excellent service, Non-biased, 0.525908887386322
754, @SouthwestAir @coachGS what's even better is the price changed in the 2 minutes since I talked to the lady and they still honored the cheap1, Non-biased, 0.64533531665802
755, @SouthwestAir Thanks! Confirmation number just DMed. Appreciate any help!, Biased, 0.6541460752487183
756, @SouthwestAir  Just sent DM. Thanks for your attentiveness to this matter., Non-biased, 0.5743074417114258
757, @SouthwestAir Me on one of your planes!!! Thanks for taking me Arizona 184! http://t.co/Finq5Fh6ue, Biased, 0.7443126440048218
758, @SouthwestAir   Thanks, Non-biased, 0.6767441630363464
759, @SouthwestAir have sent you a DM with the details. Thanks!, Non-biased, 0.5858861207962036
760, @SouthwestAir thank you for the confirmation. Maybe people on my flight have directional dislexia., Biased, 0.7251611948013306
761, @SouthwestAir you know what'd be beyond awesome? A pair of tickets to the @Imaginedragons show in ATL. A girl can dream #DestinationDragons, Biased, 0.5504688024520874
762, @SouthwestAir yes I was everything worked out great, Biased, 0.5112960338592529
763, @SouthwestAir show me some love and a companion flight~please and thank you!, Biased, 0.651652991771698
764, @SouthwestAir loved it!, Biased, 0.6088555455207825
765, @SouthwestAir you're my early frontrunner for best airline! #oscars2016, Biased, 0.6751264333724976
766, .@SouthwestAir Thx for the follow up. Just sent DM, Non-biased, 0.6239517331123352
767, @SouthwestAir TY for your consideration!, Biased, 0.5546572804450989
768, @SouthwestAir crew of WN3946 SAN-SFO was brilliant! Rita was hilarious. I know I've been down on you before, Non-biased, 0.5910130739212036
769, @SouthwestAir thanks! Very excited to see it :D, Biased, 0.7029691338539124
770, @SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice, Non-biased, 0.5994980335235596
771, @SouthwestAir kudos to the crew of flight 1050 to GRR for making a very special memory for a sweet young passenger, Non-biased, 0.5452439188957214
772, @SouthwestAir All good... beers and #oscars2015 ar #DIA, Biased, 0.6627731919288635
773, @SouthwestAir luv my companion pass!, Biased, 0.6703112125396729
774, @SouthwestAir thank you!!, Biased, 0.6663271188735962
775, @SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB., Non-biased, 0.5007762312889099
776, @SouthwestAir it's ok! Southwest is still the best airline around! Just hate when baggage room runs out.. My now checked bag has headphones!, Biased, 0.6515165567398071
777, @SouthwestAir beautiful view flying into San Jose, Non-biased, 0.5412264466285706
778, @SouthwestAir Thank you SWA and Shannon G. @LASairport (C22) for being a miracle worker! #awesome, Biased, 0.5777432322502136
779, @SouthwestAir yes please, Non-biased, 0.5578305721282959
780, @SouthwestAir I changed my flight through St. Louis. Thanks for the reply though!, Biased, 0.5410639047622681
781, @SouthwestAir Have had a companion pass for a few years and my wife and I use it all the time.  Thanks #southwest for making travel easy!, Biased, 0.5673685669898987
782, @SouthwestAir constantly providing wonderful views and service! #SouthwestLuv http://t.co/9UNxqOTzIK, Biased, 0.6183179616928101
783, @SouthwestAir lol I already am ! I am a card member as well too lol i enjoy flying with you Guys, Biased, 0.7010881900787354
784, @SouthwestAir.   50th Anniversary on April 10th. Still. Sweethearts.  Companions.  Lifetime.  Sons.  Families. Love., Biased, 0.5398648977279663
785, @SouthwestAir YES please....How do we get that companion pass?, Biased, 0.6081761121749878
786, @SouthwestAir yes please!, Biased, 0.7551137804985046
787, @SouthwestAir I miss mine terribly. A +1 for my 30th anniversary would be amazing. It would mean LUV is in the air. #dontmakemebeg, Non-biased, 0.7163460850715637
788, @SouthwestAir I (heart) my CP status. Sure would be nice to have though., Biased, 0.9870644807815552
789, @SouthwestAir #RedCarpet Southwest Companion Pass would be great!, Biased, 0.6085901260375977
790, @SouthwestAir I want one!, Non-biased, 0.5870522260665894
791, “@SouthwestAir: Companion Pass. Because everyone deserves #RedCarpet treatment and a +1 (even if it's your mom). http://t.co/QjKL4aBprG”, Non-biased, 0.8040710687637329
792, @SouthwestAir sign me up!, Biased, 0.5061306357383728
793, @SouthwestAir That would be brighter than all the stars combined on the red carpet tonight!, Biased, 0.6303021907806396
794, @SouthwestAir got mine!  Just in time for the wife and my 15th anniversary!, Biased, 0.9713041186332703
795, @SouthwestAir I love my Companion Pass (qualified 4th year).  #HollyMais, Non-biased, 0.540769636631012
796, @SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!, Biased, 0.7028398513793945
797, @SouthwestAir Yes, Biased, 0.5307881832122803
798, @SouthwestAir sign me up!, Biased, 0.5061306357383728
799, @SouthwestAir just got mine..now where to go??, Biased, 0.5210849046707153
800, @SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group, Non-biased, 0.649804949760437
801, @SouthwestAir Weather keeps slowing us down. Not your fault. This is the 1st time a Southwest flight of mine was Late Flight so I can't complain :), Non-biased, 0.6391825675964355
802, @SouthwestAir Thanks., Non-biased, 0.6650717258453369
803, @SouthwestAir has a beautiful fleet. What a perfect evening to fly! http://t.co/XMZ3Tf9Ix8, Biased, 0.7598763108253479
804, @SouthwestAir Leave BUR ten minutes Late Flight and arrive in SJC a minute before we were supposed to... Impressed! #gettingbetter 👍, Biased, 0.546711802482605
805, @SouthwestAir Thanks. 436. Only a minor delay so not a big deal. :)Appreciate the concern though. Boarding now. You do have amazing service!, Biased, 0.5163653492927551
806, @SouthwestAir thank you!, Biased, 0.5818454623222351
807, @SouthwestAir I tweeted several times last week about flight info during storm, Non-biased, 0.5923511385917664
808, @SouthwestAir props to your LAS employees working C11 gate. Because of them I am not opposed to flying through or to LAS in the future! 👏👏👏, Non-biased, 0.8003320693969727
809, @SouthwestAir ohk. Thank You!!! B/C of the inexpensive airfares that Southwest has I can now travel around., Biased, 0.9137552976608276
810, @SouthwestAir  Mad love http://t.co/4ojrSDWPkK NYC-, Biased, 0.527097225189209
811, @SouthwestAir My Fav!!!!, Biased, 0.9872165322303772
812, @SouthwestAir - just got it back about 20 mins ago. Went about 18 hrs w/o it but I appreciate the support. $50 voucher + $50 for essentials., Non-biased, 0.7384734749794006
813, @SouthwestAir is hosting an @TheAcademy party in the terminal in Atlanta. #peanutsonaplatter, Non-biased, 0.6328044533729553
814, @SouthwestAir Just watched crew on flight 380 help elderly lady off plane...#firstclass, Biased, 0.9709531664848328
815, @SouthwestAir you guys rule. I will DM you. &lt;3 Thank you., Biased, 0.9497705101966858
816, @SouthwestAir good to be back. See you all again in several weeks., Non-biased, 0.5478588938713074
817, @SouthwestAir stewardess really funny! Now I could get the gent next to me to use some headphones, Biased, 0.8411970734596252
